idx,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11,epoch_12,epoch_13,epoch_14,epoch_15,epoch_16,epoch_17,epoch_18,epoch_19,epoch_20,epoch_21,epoch_22,epoch_23,epoch_24
56,72.0,75.0,75.0,76.0,75.0,76.0,75.0,75.0,72.0,77.0,78.0,74.0,76.0,74.0,74.0,74.0,74.0,74.0,75.0,75.0,74.0,70.0,74.0,69.0,73.0
57,73.91304347826087,75.0,77.17391304347827,80.43478260869566,79.34782608695652,79.34782608695652,82.6086956521739,78.26086956521739,83.69565217391305,78.26086956521739,81.52173913043478,81.52173913043478,81.52173913043478,79.34782608695652,82.6086956521739,83.69565217391305,81.52173913043478,84.78260869565217,82.6086956521739,83.69565217391305,83.69565217391305,81.52173913043478,80.43478260869566,80.43478260869566,83.69565217391305
58,63.46153846153846,71.15384615384616,72.11538461538461,73.07692307692308,72.11538461538461,76.92307692307692,73.07692307692308,74.03846153846153,74.03846153846153,75.0,76.92307692307692,76.92307692307692,75.96153846153847,75.96153846153847,75.0,76.92307692307692,75.96153846153847,75.0,76.92307692307692,75.96153846153847,76.92307692307692,75.0,75.96153846153847,77.88461538461539,75.0
59,65.88235294117646,67.05882352941177,69.41176470588235,69.41176470588235,71.76470588235294,71.76470588235294,65.88235294117646,74.11764705882354,72.94117647058823,72.94117647058823,74.11764705882354,69.41176470588235,68.23529411764706,69.41176470588235,70.58823529411765,70.58823529411765,67.05882352941177,69.41176470588235,68.23529411764706,71.76470588235294,69.41176470588235,71.76470588235294,70.58823529411765,71.76470588235294,70.58823529411765
60,67.74193548387096,68.81720430107526,72.04301075268818,74.19354838709677,74.19354838709677,76.34408602150538,75.26881720430107,78.49462365591398,73.11827956989248,75.26881720430107,75.26881720430107,74.19354838709677,79.56989247311827,80.64516129032258,75.26881720430107,77.41935483870968,77.41935483870968,80.64516129032258,75.26881720430107,78.49462365591398,77.41935483870968,76.34408602150538,77.41935483870968,78.49462365591398,79.56989247311827
61,73.7864077669903,77.66990291262135,72.81553398058253,76.69902912621359,79.6116504854369,77.66990291262135,78.64077669902913,77.66990291262135,76.69902912621359,74.75728155339806,75.72815533980582,77.66990291262135,77.66990291262135,79.6116504854369,77.66990291262135,77.66990291262135,78.64077669902913,77.66990291262135,76.69902912621359,76.69902912621359,79.6116504854369,77.66990291262135,77.66990291262135,74.75728155339806,79.6116504854369
62,65.3061224489796,65.3061224489796,64.28571428571429,68.36734693877551,70.40816326530613,74.48979591836735,71.42857142857143,72.44897959183673,70.40816326530613,71.42857142857143,74.48979591836735,72.44897959183673,73.46938775510205,70.40816326530613,73.46938775510205,76.53061224489795,78.57142857142857,75.51020408163265,80.61224489795919,75.51020408163265,74.48979591836735,79.59183673469387,73.46938775510205,74.48979591836735,78.57142857142857
63,76.13636363636364,81.81818181818181,81.81818181818181,81.81818181818181,80.68181818181819,79.54545454545455,77.27272727272727,79.54545454545455,81.81818181818181,79.54545454545455,78.4090909090909,82.95454545454545,80.68181818181819,81.81818181818181,79.54545454545455,78.4090909090909,85.22727272727273,82.95454545454545,78.4090909090909,79.54545454545455,81.81818181818181,80.68181818181819,76.13636363636364,80.68181818181819,78.4090909090909
64,66.0,70.0,69.0,68.0,69.0,70.0,65.0,71.0,68.0,69.0,69.0,71.0,70.0,68.0,70.0,70.0,73.0,72.0,73.0,71.0,72.0,69.0,69.0,72.0,72.0
65,69.29824561403508,71.05263157894737,71.9298245614035,74.56140350877193,75.43859649122807,76.3157894736842,72.80701754385964,76.3157894736842,78.0701754385965,77.19298245614036,80.70175438596492,77.19298245614036,81.57894736842105,78.0701754385965,78.0701754385965,76.3157894736842,80.70175438596492,75.43859649122807,77.19298245614036,77.19298245614036,78.0701754385965,78.94736842105263,76.3157894736842,81.57894736842105,75.43859649122807
66,71.71717171717172,69.6969696969697,71.71717171717172,71.71717171717172,73.73737373737374,72.72727272727273,72.72727272727273,74.74747474747475,77.77777777777777,76.76767676767676,74.74747474747475,73.73737373737374,72.72727272727273,75.75757575757575,75.75757575757575,70.70707070707071,72.72727272727273,71.71717171717172,71.71717171717172,73.73737373737374,72.72727272727273,71.71717171717172,71.71717171717172,72.72727272727273,72.72727272727273
67,77.66990291262135,77.66990291262135,81.55339805825243,78.64077669902913,79.6116504854369,77.66990291262135,79.6116504854369,80.58252427184466,78.64077669902913,81.55339805825243,79.6116504854369,79.6116504854369,78.64077669902913,78.64077669902913,79.6116504854369,81.55339805825243,76.69902912621359,79.6116504854369,81.55339805825243,78.64077669902913,80.58252427184466,78.64077669902913,80.58252427184466,80.58252427184466,79.6116504854369
68,71.875,66.66666666666667,72.91666666666667,79.16666666666667,72.91666666666667,73.95833333333333,76.04166666666667,75.0,72.91666666666667,71.875,76.04166666666667,75.0,76.04166666666667,75.0,72.91666666666667,76.04166666666667,72.91666666666667,72.91666666666667,73.95833333333333,71.875,73.95833333333333,75.0,75.0,72.91666666666667,72.91666666666667
