dataset,round,client,lambda_before,lambda_after,action,valid,invalid_reason,raw_alignment,raw_pull_ratio,effective_pull_ratio,utility,negative_streak,warmup_pull_ref,cooldown_until,decay_count,ce_loss,mse_loss,weighted_mse_loss,ce_grad_norm,mse_grad_norm,spf_gamma,spf_rank
Office31,30,2,0.3,0.3,keep,1,,5.138451321191806e-07,4.806378646823326e-05,1.4419135940469978e-05,1.5415353963575417e-07,0,4.8694462254604635e-05,-1,0,0.2293701171875,0.00023531675105914474,7.059502531774342e-05,7.0519256591796875,0.00033894224907271564,0.01000213623046875,8.0
Office31,30,3,0.3,0.3,negative_wait,1,,-5.541362229658464e-07,0.00016527460328671152,4.9582380986013456e-05,-1.662408668897539e-07,1,5.182285208621689e-05,-1,0,0.047210693359375,0.0002357062476221472,7.071187428664416e-05,2.052312135696411,0.0003391950740478933,0.01000213623046875,8.0
Office31,30,4,0.3,0.3,negative_wait,1,,-1.7859096063760412e-06,9.973020739041307e-05,2.991906221712392e-05,-5.357728819128124e-07,1,4.857717874727622e-05,-1,0,0.1693115234375,0.00023396420874632895,7.018926262389868e-05,3.3892345428466797,0.00033800906385295093,0.01000213623046875,8.0
Office31,30,5,0.3,0.3,keep,1,,2.8389659572678294e-07,8.46791528885247e-05,2.5403745866557408e-05,8.516897871803488e-08,0,6.192723418027785e-05,-1,0,0.188720703125,0.00023194326786324382,6.958298035897315e-05,3.974184989929199,0.0003365306183695793,0.01000213623046875,8.0
Office31,35,0,0.3,0.3,keep,1,,2.8881090124612574e-07,6.978924727870698e-05,2.0936774183612096e-05,8.664327037383772e-08,0,6.740552965832296e-05,-1,0,0.322265625,0.00023262508329935372,6.978752498980612e-05,4.828505992889404,0.00033697779872454703,0.01000213623046875,8.0
Office31,35,1,0.3,0.3,keep,1,,6.331651239493713e-07,5.29967857125581e-05,1.5899035713767428e-05,1.8994953718481138e-07,0,6.0226076978378955e-05,-1,0,0.330322265625,0.00024030728673096746,7.209218601929024e-05,6.4626569747924805,0.00034250004682689905,0.01000213623046875,8.0
Office31,35,2,0.3,0.3,negative_wait,1,,-8.2391866307169e-07,9.452790137883688e-05,2.8358370413651065e-05,-2.47175598921507e-07,1,4.8694462254604635e-05,-1,0,0.1634521484375,0.00023557085660286248,7.067125698085874e-05,3.5880000591278076,0.00033916611573658884,0.01000213623046875,8.0
Office31,35,3,0.3,0.3,negative_wait,1,,-1.7160968768806738e-06,8.290973864683792e-05,2.4872921594051376e-05,-5.148290630642021e-07,2,5.182285208621689e-05,-1,0,0.10546875,0.0002356517215957865,7.069551647873595e-05,4.091231822967529,0.00033920296118594706,0.01000213623046875,8.0
Office31,35,4,0.3,0.3,negative_wait,1,,-5.976437606255118e-07,5.466450981063611e-05,1.639935294319083e-05,-1.7929312818765354e-07,2,4.857717874727622e-05,-1,0,0.2261962890625,0.0002336901961825788,7.010705885477363e-05,6.1793999671936035,0.00033779387013055384,0.01000213623046875,8.0
Office31,35,5,0.3,0.3,negative_wait,1,,-4.178897760969763e-08,8.453492008323169e-05,2.5360476024969508e-05,-1.2536693282909289e-08,1,6.192723418027785e-05,-1,0,0.18505859375,0.0002324543020222336,6.973629060667007e-05,3.985833168029785,0.0003369420883245766,0.01000213623046875,8.0
Office31,40,0,0.3,0.3,negative_wait,1,,-1.3159928826373936e-06,0.0001296856319480774,3.890568958442322e-05,-3.947978647912181e-07,1,6.740552965832296e-05,-1,0,0.1280517578125,0.00023209064966067672,6.962719489820301e-05,2.5952916145324707,0.00033657203312031925,0.01000213623046875,8.0
Office31,40,1,0.3,0.3,negative_wait,1,,-9.884575599858826e-07,8.51010499153833e-05,2.553031497461499e-05,-2.965372679957648e-07,1,6.0226076978378955e-05,-1,0,0.354736328125,0.00024242464860435575,7.272739458130673e-05,4.043002605438232,0.0003440637665335089,0.01000213623046875,8.0
Office31,40,2,0.3,0.3,keep,1,,1.1579785831428754e-07,6.0172391146566673e-05,1.8051717343970002e-05,3.4739357494286264e-08,0,4.8694462254604635e-05,-1,0,0.08331298828125,0.00023566256277263165,7.069876883178949e-05,5.6375603675842285,0.00033922548755072057,0.01000213623046875,8.0
Office31,40,3,0.3,0.18,attenuate,1,,-2.334596450021013e-07,7.063111978674152e-05,2.1189335936022455e-05,-7.003789350063038e-08,0,5.182285208621689e-05,50,1,0.1317138671875,0.0002358216734137386,7.074650202412158e-05,4.804749488830566,0.0003393648366909474,0.01000213623046875,8.0
Office31,40,4,0.3,0.18,attenuate,1,,-1.8050684136958456e-06,6.677817920909186e-05,2.003345376272756e-05,-5.415205241087537e-07,0,4.857717874727622e-05,50,1,0.202880859375,0.0002330632705707103,6.991898117121309e-05,5.050267219543457,0.00033724764944054186,0.01000213623046875,8.0
Office31,40,5,0.3,0.3,negative_wait,1,,-6.799305038644983e-07,4.361005465635554e-05,1.3083016396906663e-05,-2.0397915115934947e-07,2,6.192723418027785e-05,-1,0,0.21923828125,0.0002319672203157097,6.959016609471291e-05,7.718250751495361,0.0003365933371242136,0.01000213623046875,8.0
Office31,45,0,0.3,0.3,keep,1,,8.335484403559613e-07,7.991180823365681e-05,2.3973542470097043e-05,2.500645321067884e-07,0,6.740552965832296e-05,-1,0,0.453125,0.0002315314777661115,6.945944332983344e-05,4.207277774810791,0.0003362111747264862,0.01000213623046875,8.0
Office31,45,1,0.3,0.3,keep,1,,3.01882508004543e-07,9.19000409061017e-05,2.757001227183051e-05,9.05647524013629e-08,0,6.0226076978378955e-05,-1,0,0.20849609375,0.0002427839208394289,7.283517625182867e-05,3.7461154460906982,0.00034426816273480654,0.01000213623046875,8.0
Office31,45,2,0.3,0.3,keep,1,,6.535474714519265e-07,5.288136921338117e-05,1.586441076401435e-05,1.9606424143557793e-07,0,4.8694462254604635e-05,-1,0,0.06298828125,0.0002359145146328956,7.077435438986867e-05,6.419029235839844,0.0003394470550119877,0.01000213623046875,8.0
Office31,45,3,0.18,0.18,keep,1,,8.974389236012878e-07,5.488945007992899e-05,9.880101014387219e-06,1.615390062482318e-07,0,5.182285208621689e-05,50,1,0.38671875,0.0002358471101615578,4.24524798290804e-05,6.183121681213379,0.00033938814885914326,0.01000213623046875,8.0
Office31,45,4,0.18,0.18,negative_wait,1,,-1.1005889705255141e-07,5.42356968192413e-05,9.762425427463434e-06,-1.9810601469459253e-08,1,4.857717874727622e-05,50,1,0.22509765625,0.00023252546088770032,4.185458295978606e-05,6.211769104003906,0.00033689962583594024,0.01000213623046875,8.0
Office31,45,5,0.3,0.18,attenuate,1,,-9.889954108154662e-07,8.566896404757634e-05,2.57006892142729e-05,-2.9669862324463983e-07,0,6.192723418027785e-05,55,1,0.186767578125,0.0002317585312994197,6.952755938982591e-05,3.9264721870422363,0.0003363768046256155,0.01000213623046875,8.0
